BookID,Title,Author,Genre,Publisher,PublicationYear,ISBN,CopiesAvailable,TotalCopies
890,Recent Real,John Williams,Fantasy,Simon & Schuster,2004,978-0-1510019-1-6,2,11
891,Thank Message,Scott Gonzalez,Science,Scribner,1983,978-0-7653181-8-6,2,8
892,Page Thank,David Smith,History,Penguin Random House,2005,978-0-3855042-0-1,4,13
893,Message Talk,Jennifer Smith,Technology,Penguin Random House,1973,978-0-6797833-3-8,2,9
894,Real Message,Christopher Miller,Fantasy,Simon & Schuster,1970,978-0-5532817-1-6,1,15
895,Site Themselves,Scott Miller,Fantasy,Orbit,1975,978-0-4522842-3-4,2,5
896,Yourself Message,Robert Gonzalez,Science Fiction,Penguin Random House,1971,978-0-1404491-3-6,1,9
897,Message Talk,Jennifer Miller,Fantasy,Scribner,1971,978-0-3757577-4-6,1,10
898,Site Real,Jennifer Gonzalez,Science Fiction,Penguin Random House,1990,978-0-7432735-6-5,1,1
899,Process Talk,Christopher Gonzalez,Science Fiction,Scribner,1983,978-0-6794173-8-8,2,8
900,Thank Message,John Jones,Fantasy,Simon & Schuster,1976,978-0-3453918-0-3,1,10
901,Site Message,John Miller,Science Fiction,Penguin Random House,2014,978-0-5532131-1-2,1,13
902,Yourself Message,Jennifer Garcia,History,Orbit,1973,978-0-4402247-4-3,2,13
903,Message Real,David Miller,Fantasy,Scribner,1991,978-0-3991448-4-4,3,10
904,Hand Message,David Jones,Technology,Penguin Random House,1992,978-0-4515290-6-0,1,15
905,Talk Message,Robert Miller,Classic,Simon & Schuster,1993,978-0-7868386-5-7,2,12
906,Tax Real,John Jones,Science Fiction,Penguin Random House,1982,978-0-3453397-0-6,1,7
907,Thank World,Christopher Smith,Technology,Scribner,1996,978-0-4466722-1-1,1,12
908,Site Message,John Jones,Fantasy,Orbit,2001,978-0-1510019-1-6,2,11
909,Message Talk,Scott Jones,Science Fiction,Penguin Random House,1995,978-0-7653181-8-6,2,8
910,Site Real,John Jones,Science Fiction,Penguin Random House,1983,978-0-3855042-0-1,4,13
911,Thank Message,Robert Gonzalez,Fantasy,Simon & Schuster,1975,978-0-6797833-3-8,2,9
912,Talk Message,Robert Gonzalez,Fantasy,Scribner,1970,978-0-5532817-1-6,1,15
913,Message Real,John Jones,Fantasy,Orbit,1987,978-0-4522842-3-4,2,5
914,Message Talk,Jennifer Miller,Fantasy,Penguin Random House,1987,978-0-1404491-3-6,1,9
915,Thank Message,Jennifer Miller,Fantasy,Simon & Schuster,1971,978-0-3757577-4-6,1,10
916,Message Talk,John Jones,Fantasy,Scribner,1981,978-0-7432735-6-5,1,1
917,Thank Message,David Gonzalez,Fantasy,Penguin Random House,1977,978-0-6794173-8-8,2,8
918,Message Talk,Robert Gonzalez,Fantasy,Orbit,1973,978-0-3453918-0-3,1,10
919,Thank Message,Scott Gonzalez,Fantasy,Scribner,1980,978-0-5532131-1-2,1,13
920,Site Talk,Robert Jones,Fantasy,Simon & Schuster,1977,978-0-4402247-4-3,2,13
921,Thank Message,Scott Jones,Fantasy,Penguin Random House,1982,978-0-3991448-4-4,3,10
922,Message Talk,David Jones,Fantasy,Orbit,1970,978-0-4515290-6-0,1,15
923,Site Message,Jennifer Jones,Fantasy,Scribner,1988,978-0-7868386-5-7,2,12
924,Message Talk,Jennifer Jones,Fantasy,Simon & Schuster,2002,978-0-3453397-0-6,1,7
925,Site Message,Scott Miller,Fantasy,Penguin Random House,1977,978-0-4466722-1-1,1,12
926,Thank Message,Scott Miller,Fantasy,Orbit,1978,978-0-1510019-1-6,2,11
927,Message Talk,David Gonzalez,Fantasy,Scribner,1975,978-0-7653181-8-6,2,8
928,Talk Message,John Jones,Fantasy,Simon & Schuster,1977,978-0-3855042-0-1,4,13
929,Thank Message,David Miller,Fantasy,Penguin Random House,1979,978-0-6797833-3-8,2,9
930,Talk Message,Jennifer Jones,Fantasy,Orbit,1973,978-0-5532817-1-6,1,15
931,Message Talk,John Gonzalez,Fantasy,Scribner,1975,978-0-4522842-3-4,2,5
932,Site Message,Robert Miller,Fantasy,Simon & Schuster,1994,978-0-1404491-3-6,1,9
933,Site Message,David Jones,Fantasy,Penguin Random House,1989,978-0-3757577-4-6,1,10
934,Site Message,Robert Jones,Fantasy,Orbit,1987,978-0-7432735-6-5,1,1
935,Talk Message,David Gonzalez,Fantasy,Scribner,1975,978-0-6794173-8-8,2,8
936,Site Message,John Jones,Fantasy,Simon & Schuster,1978,978-0-3453918-0-3,1,10
937,Message Talk,Robert Jones,Fantasy,Penguin Random House,1985,978-0-5532131-1-2,1,13
938,Site Message,Scott Jones,Fantasy,Orbit,1988,978-0-4402247-4-3,2,13
939,Thank Message,Jennifer Gonzalez,Fantasy,Scribner,1996,978-0-3991448-4-4,3,10
940,Site Message,David Gonzalez,Fantasy,Simon & Schuster,1976,978-0-4515290-6-0,1,15
941,Site Message,Jennifer Miller,Fantasy,Penguin Random House,2002,978-0-7868386-5-7,2,12
942,Site Message,Scott Gonzalez,Fantasy,Orbit,1980,978-0-3453397-0-6,1,7
943,Talk Message,Scott Jones,Fantasy,Scribner,1983,978-0-4466722-1-1,1,12
944,Site Message,John Miller,Fantasy,Simon & Schuster,1987,978-0-1510019-1-6,2,11
945,Talk Message,Jennifer Miller,Fantasy,Penguin Random House,1973,978-0-7653181-8-6,2,8
946,Thank Message,David Jones,Fantasy,Orbit,1979,978-0-3855042-0-1,4,13
947,Site Message,Jennifer Jones,Fantasy,Scribner,1988,978-0-6797833-3-8,2,9
948,Site Message,David Miller,Fantasy,Simon & Schuster,1976,978-0-5532817-1-6,1,15
949,Talk Message,Robert Gonzalez,Fantasy,Penguin Random House,1974,978-0-4522842-3-4,2,5
950,Thank Message,Scott Gonzalez,Fantasy,Orbit,1970,978-0-1404491-3-6,1,9
951,Thank Message,Robert Gonzalez,Fantasy,Scribner,1987,978-0-3757577-4-6,1,10
952,Thank Message,John Jones,Fantasy,Simon & Schuster,1983,978-0-7432735-6-5,1,1
953,Talk Message,David Jones,Fantasy,Penguin Random House,1994,978-0-6794173-8-8,2,8
954,Site Message,Scott Gonzalez,Fantasy,Orbit,2012,978-0-3453918-0-3,1,10
955,Talk Message,Scott Gonzalez,Fantasy,Scribner,1974,978-0-5532131-1-2,1,13
956,Thank Message,Jennifer Jones,Fantasy,Simon & Schuster,1984,978-0-4402247-4-3,2,13
957,Site Message,David Gonzalez,Fantasy,Penguin Random House,1981,978-0-3991448-4-4,3,10
958,Message Talk,Scott Jones,Fantasy,Orbit,2002,978-0-4515290-6-0,1,15
959,Talk Message,Christopher Miller,Science Fiction,Scribner,1992,978-0-7868386-5-7,2,12
960,Site Message,Robert Gonzalez,Fantasy,Simon & Schuster,1987,978-0-3453397-0-6,1,7
961,Talk Message,John Jones,Fantasy,Penguin Random House,1970,978-0-4466722-1-1,1,12
962,Message Talk,David Miller,Fantasy,Orbit,1970,978-0-1510019-1-6,2,11
963,Site Message,Jennifer Miller,Fantasy,Scribner,1984,978-0-7653181-8-6,2,8
964,Site Message,Scott Jones,Fantasy,Simon & Schuster,1971,978-0-3855042-0-1,4,13
965,Message Talk,Robert Miller,Classic,Penguin Random House,1992,978-0-6797833-3-8,2,9
966,Message Talk,Christopher Gonzalez,Science Fiction,Orbit,1982,978-0-5532817-1-6,1,15
967,Thank Message,Robert Gonzalez,Fantasy,Scribner,1971,978-0-4522842-3-4,2,5
968,Thank Message,Robert Gonzalez,Fantasy,Simon & Schuster,1988,978-0-1404491-3-6,1,9
969,Message Real,John Jones,Fantasy,Penguin Random House,1975,978-0-3757577-4-6,1,10
970,Thank Message,Jennifer Gonzalez,Fantasy,Orbit,1975,978-0-7432735-6-5,1,1
971,Thank Message,Jennifer Miller,Fantasy,Scribner,1977,978-0-6794173-8-8,2,8
972,Message Talk,Robert Gonzalez,Fantasy,Simon & Schuster,1970,978-0-3453918-0-3,1,10
973,Message Talk,David Gonzalez,Fantasy,Penguin Random House,1976,978-0-5532131-1-2,1,13
974,Site Message,Robert Gonzalez,Fantasy,Orbit,1981,978-0-4402247-4-3,2,13
975,Site Message,John Jones,Fantasy,Scribner,1988,978-0-3991448-4-4,3,10
976,Message Talk,Robert Gonzalez,Fantasy,Simon & Schuster,1975,978-0-4515290-6-0,1,15
977,Message Talk,David Gonzalez,Fantasy,Penguin Random House,1990,978-0-7868386-5-7,2,12
978,Message Talk,John Jones,Fantasy,Orbit,1970,978-0-3453397-0-6,1,7
979,Site Message,Jennifer Miller,Fantasy,Scribner,1986,978-0-4466722-1-1,1,12
980,Site Message,Robert Miller,Fantasy,Simon & Schuster,1981,978-0-1510019-1-6,2,11
981,Thank Message,David Gonzalez,Fantasy,Penguin Random House,1976,978-0-7653181-8-6,2,8
982,Site Talk,Robert Jones,Fantasy,Orbit,1989,978-0-3855042-0-1,4,13
983,Talk Message,Robert Gonzalez,Fantasy,Scribner,1974,978-0-6797833-3-8,2,9
984,Site Message,Scott Jones,Fantasy,Simon & Schuster,1978,978-0-5532817-1-6,1,15
985,Thank Message,Scott Gonzalez,Fantasy,Penguin Random House,1973,978-0-4522842-3-4,2,5
986,Message Talk,David Jones,Fantasy,Orbit,1978,978-0-1404491-3-6,1,9
987,Talk Message,John Jones,Fantasy,Scribner,1983,978-0-3757577-4-6,1,10
988,Message Talk,Jennifer Jones,Fantasy,Simon & Schuster,1984,978-0-7432735-6-5,1,1
989,Talk Message,David Gonzalez,Fantasy,Penguin Random House,1979,978-0-6794173-8-8,2,8
990,Site Message,John Gonzalez,Fantasy,Orbit,1985,978-0-3453918-0-3,1,10
991,Message Talk,Robert Jones,Fantasy,Scribner,1972,978-0-5532131-1-2,1,13
992,Message Talk,John Jones,Fantasy,Simon & Schuster,1971,978-0-4402247-4-3,2,13
993,Message Talk,Jennifer Miller,Fantasy,Penguin Random House,1978,978-0-3991448-4-4,3,10
994,Site Message,Scott Jones,Fantasy,Orbit,1972,978-0-4515290-6-0,1,15
995,Thank Message,David Gonzalez,Fantasy,Scribner,1985,978-0-7868386-5-7,2,12
996,Site Message,Scott Gonzalez,Fantasy,Simon & Schuster,1976,978-0-3453397-0-6,1,7
997,Site Message,Scott Gonzalez,Fantasy,Penguin Random House,1970,978-0-4466722-1-1,1,12
98,Site Message,David Miller,Fantasy,Orbit,1983,978-0-1510019-1-6,2,11
999,Benefit Radio,David Davis,Classic,Scholastic,1983,978-0-3850772-0-8,0,2
1000,Way Price,Daniel Johnson,Self-Help,Penguin Random House,1988,978-0-6848033-9-2,4,4
1001,Final Stand,Alex Rider,Thriller,Penguin Random House,2024,978-1-40639-582-7,10,10
1002,The Future of Us,Jay Asher,Science Fiction,Simon & Schuster,2011,978-1-4424-2198-5,3,8
1003,Echoes of Time,Jessica Brody,Fantasy,Tor Books,2019,978-0-7653-9975-8,5,12
1004,The Silent Patient,Alex Michaelides,Mystery,Celadon Books,2019,978-1-250-30169-7,7,15
1005,Project Hail Mary,Andy Weir,Science Fiction,Ballantine Books,2021,978-0-593-13520-4,12,20
1006,The Midnight Library,Matt Haig,Fantasy,Viking,2020,978-0-525-55947-4,8,14
1007,Where the Crawdads Sing,Delia Owens,Mystery,G.P. Putnam's Sons,2018,978-0-7352-1909-0,10,18
1008,Atomic Habits,James Clear,Self-Help,Avery,2018,978-0-7352-1129-2,15,20
1009,Klara and the Sun,Kazuo Ishiguro,Science Fiction,Knopf,2021,978-0-593-31817-1,6,10
1010,The Vanishing Half,Brit Bennett,History,Riverhead Books,2020,978-0-525-53629-1,4,12
1011,Anxious People,Fredrik Backman,Fiction,Atria Books,2020,978-1-5011-6083-7,9,11
1012,The Guest List,Lucy Fokley,Thriller,William Morrow,2020,978-0-06-286893-0,5,13
1013,Educated,Tara Westover,Biography,Random House,2018,978-0-399-59050-4,11,15
1014,Sapiens: A Brief History of Humankind,Yuval Noah Harari,Non-Fiction,Harper,2015,978-0-06-231609-7,13,16
1015,Circe,Madeline Miller,Fantasy,Little, Brown and Company,2018,978-0-316-55634-7,8,10
1016,The Song of Achilles,Madeline Miller,Fantasy,Ecco,2012,978-0-06-206062-4,7,12
1017,Dune,Frank Herbert,Science Fiction,Chilton Books,1965,978-0-441-17271-9,14,20
1018,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,Romance,Atria Books,2017,978-1-5011-6193-3,6,15
1019,Becoming,Michelle Obama,Biography,Crown,2018,978-1-5247-6313-8,12,18
1020,The Four Winds,Kristin Hannah,History,St. Martin's Press,2021,978-1-250-17860-2,3,10
1021,The Invisible Life of Addie LaRue,V.E. Schwab,Fantasy,Tor Books,2020,978-0-7653-8756-1,9,14
1022,A Man Called Ove,Fredrik Backman,Fiction,Washington Square Press,2014,978-1-4767-3802-4,10,12
1023,Little Fires Everywhere,Celeste Ng,Fiction,Penguin Press,2017,978-0-7352-2429-2,5,11
1024,The Body Keeps the Score,Bessel van der Kolk,Science,Penguin Books,2014,978-0-14-312774-1,8,10
1025,The Henna Artist,Alka Joshi,History,Mira,2020,978-0-7783-0932-9,4,9
1026,Malibu Rising,Taylor Jenkins Reid,History,Ballantine Books,2021,978-1-5247-9865-9,7,15
1027,The Lincoln Highway,Amor Towles,History,Viking,2021,978-0-7352-2235-9,6,12
1028,Cloud Cuckoo Land,Anthony Doerr,Fantasy,Scribner,2021,978-1-9821-6843-8,8,11
1029,Crying in H Mart,Michelle Zauner,Biography,Knopf,2021,978-0-593-32066-2,9,14
1030,Normal People,Sally Rooney,Romance,Hogarth Press,2019,978-1-9848-2217-8,5,10
1031,The Rose Code,Kate Quinn,History,William Morrow,2021,978-0-06-294347-7,4,12
1032,The Lost Apothecary,Sarah Penner,Fantasy,Park Row,2021,978-0-7783-1101-8,6,11
1033,Great Circle,Maggie Shipstead,Adventure,Knopf,2021,978-0-593-32039-6,7,10
1034,The Push,Ashley Audrain,Thriller,Pamela Dorman Books,2021,978-1-9848-8136-6,3,9
1035,The Night Watchman,Louise Erdrich,History,Harper,2020,978-0-06-267118-9,5,8
1036,A Promised Land,Barack Obama,Biography,Crown,2020,978-1-5247-6316-9,14,20
1037,Hamnet,Maggie O'Farrell,History,Knopf,2020,978-0-525-65740-3,6,10
1038,Leave the World Behind,Rumaan Alam,Thriller,Ecco,2020,978-0-06-266763-2,4,8
1039,The Glass Hotel,Emily St. John Mandel,Fiction,Knopf,2020,978-0-525-52111-2,7,11
1040,Deacon King Kong,James McBride,History,Riverhead Books,2020,978-0-7352-1672-3,8,13
1041,Such a Fun Age,Kiley Reid,Fiction,G.P. Putnam's Sons,2019,978-0-525-54190-5,9,15
1042,The Dutch House,Ann Patchett,History,Harper,2019,978-0-06-296367-3,5,10
1043,The Testaments,Margaret Atwood,Science Fiction,Nan A. Talese,2019,978-0-385-54378-1,10,16
1044,Red, White & Royal Blue,Casey McQuiston,Romance,St. Martin's Griffin,2019,978-1-250-31677-6,8,14
1045,Daisy Jones & The Six,Taylor Jenkins Reid,History,Ballantine Books,2019,978-1-5247-9862-8,7,12
1046,On Earth We're Briefly Gorgeous,Ocean Vuong,Poetry,Penguin Press,2019,978-0-525-56202-3,4,9
1047,The Water Dancer,Ta-Nehisi Coates,History,One World,2019,978-0-399-59059-7,6,11
1048,Fleishman Is in Trouble,Taffy Brodesser-Akner,Fiction,Random House,2019,978-0-525-51087-1,5,10
1049,The Nickel Boys,Colson Whitehead,History,Doubleday,2019,978-0-385-53707-0,8,13
1050,Three Women,Lisa Taddeo,Non-Fiction,Avid Reader Press,2019,978-1-4516-4229-2,7,12
1051,The Silent Corner,Dean Koontz,Thriller,Bantam,2017,978-0-345-54599-2,4,10
1052,A Gentleman in Moscow,Amor Towles,History,Viking,2016,978-0-670-02619-7,9,14
1053,The Sympathizer,Viet Thanh Nguyen,History,Grove Press,2015,978-0-8021-2345-9,3,8
1054,All the Light We Cannot See,Anthony Doerr,History,Scribner,2014,978-1-4767-4658-6,11,18
1055,The Goldfinch,Donna Tartt,Fiction,Little, Brown and Company,2013,978-0-316-05543-7,6,12
1056,Gone Girl,Gillian Flynn,Thriller,Crown,2012,978-0-307-58836-4,10,16
1057,The Help,Kathryn Stockett,History,Putnam,2009,978-0-399-15534-1,12,17
1058,The Road,Cormac McCarthy,Science Fiction,Knopf,2006,978-0-307-26543-2,8,11
1059,The Kite Runner,Khaled Hosseini,History,Riverhead Books,2003,978-1-57322-245-7,13,20
1060,Life of Pi,Yann Martel,Adventure,Knopf Canada,2001,978-0-676-97376-1,11,15
1061,The Poisonwood Bible,Barbara Kingsolver,History,HarperFlamingo,1998,978-0-06-017540-5,7,10
1062,A Brief History of Time,Stephen Hawking,Science,Bantam Books,1988,978-0-553-05340-1,9,14
1063,The Name of the Rose,Umberto Eco,Mystery,Harcourt,1983,978-0-15-144647-6,5,9
1064,Cosmos,Carl Sagan,Science,Random House,1980,978-0-394-50294-6,12,18
1065,The Shining,Stephen King,Horror,Doubleday,1977,978-0-385-12167-5,10,15
1066,Foundation,Isaac Asimov,Science Fiction,Gnome Press,1951,978-0-553-80371-8,13,19
1067,Nineteen Eighty-Four,George Orwell,Science Fiction,Secker & Warburg,1949,978-0-452-28423-4,15,20
1068,The Great Gatsby,F. Scott Fitzgerald,Classic,Charles Scribner's Sons,1925,978-0-7432-7356-5,14,18
1069,Frankenstein,Mary Shelley,Horror,Lackington, Hughes, Harding, Mavor, & Jones,1818,978-0-486-28211-4,12,16
1070,Pride and Prejudice,Jane Austen,Romance,T. Egerton, Whitehall,1813,978-0-141-43951-8,15,20
1071,The Alchemist,Paulo Coelho,Fantasy,HarperCollins,1988,978-0-06-231500-7,11,17
1072,To Kill a Mockingbird,Harper Lee,Classic,J. B. Lippincott & Co.,1960,978-0-06-112008-4,18,20
1073,The Hobbit,J.R.R. Tolkien,Fantasy,George Allen & Unwin,1937,978-0-618-26058-4,16,20
1074,The Catcher in the Rye,J.D. Salinger,Classic,Little, Brown and Company,1951,978-0-316-76948-0,10,15
1075,One Hundred Years of Solitude,Gabriel García Márquez,Fantasy,Harper & Row,1970,978-0-06-088328-7,8,12
1076,Brave New World,Aldous Huxley,Science Fiction,Chatto & Windus,1932,978-0-06-085052-4,13,18
1077,The Lord of the Rings,J.R.R. Tolkien,Fantasy,George Allen & Unwin,1954,978-0-618-64015-7,20,20
1078,Moby Dick,Herman Melville,Adventure,Harper & Brothers,1851,978-1-5032-8078-6,9,14
1079,War and Peace,Leo Tolstoy,History,The Russian Messenger,1869,978-0-14-044793-4,7,10
1080,Ulysses,James Joyce,Classic,Sylvia Beach,1922,978-0-679-72276-2,4,8
1081,The Sound and the Fury,William Faulkner,Classic,Jonathan Cape and Harrison Smith,1929,978-0-679-73224-0,6,10
1082,The Grapes of Wrath,John Steinbeck,History,The Viking Press,1939,978-0-14-303943-3,11,15
1083,Fahrenheit 451,Ray Bradbury,Science Fiction,Ballantine Books,1953,978-1-4516-7331-9,14,19
1084,Slaughterhouse-Five,Kurt Vonnegut,Science Fiction,Delacorte,1969,978-0-385-33384-9,9,13
1085,The Handmaid's Tale,Margaret Atwood,Science Fiction,McClelland and Stewart,1985,978-0-385-49081-8,12,18
1086,Beloved,Toni Morrison,History,Knopf,1987,978-1-4000-3341-6,7,11
1087,Infinite Jest,David Foster Wallace,Fiction,Little, Brown and Company,1996,978-0-316-92004-9,5,8
1088,A Heartbreaking Work of Staggering Genius,Dave Eggers,Biography,Simon & Schuster,2000,978-0-7432-0530-2,6,10
1089,The Corrections,Jonathan Franzen,Fiction,Farrar, Straus and Giroux,2001,978-0-374-12998-3,8,12
1090,Middlesex,Jeffrey Eugenides,Fiction,Farrar, Straus and Giroux,2002,978-0-312-42215-3,7,11
1091,Gilead,Marilynne Robinson,History,Farrar, Straus and Giroux,2004,978-0-374-15208-0,5,9
1092,The Brief Wondrous Life of Oscar Wao,Junot Díaz,Fiction,Riverhead Books,2007,978-1-59448-958-7,6,10
1093,A Visit from the Goon Squad,Jennifer Egan,Fiction,Knopf,2010,978-0-307-59283-5,7,12
1094,Lincoln in the Bardo,George Saunders,History,Random House,2017,978-0-8129-8540-5,8,13
1095,The Overstory,Richard Powers,Fiction,W. W. Norton & Company,2018,978-0-393-63552-2,6,10
1096,The Underground Railroad,Colson Whitehead,History,Doubleday,2016,978-0-385-54236-4,9,14
1097,Between the World and Me,Ta-Nehisi Coates,Non-Fiction,Spiegel & Grau,2015,978-0-8129-9354-7,10,15
1098,Just Kids,Patti Smith,Biography,Ecco,2010,978-0-06-093622-8,8,12
1099,The Immortal Life of Henrietta Lacks,Rebecca Skloot,Science,Crown,2010,978-1-4000-5217-2,11,16
1100,Thinking, Fast and Slow,Daniel Kahneman,Science,Farrar, Straus and Giroux,2011,978-0-374-27563-1,13,18
1101,The Sixth Extinction: An Unnatural History,Elizabeth Kolbert,Science,Henry Holt and Co.,2014,978-0-8050-9299-8,7,10
1102,Evicted: Poverty and Profit in the American City,Matthew Desmond,Non-Fiction,Crown,2016,978-0-553-44743-9,6,9
1103,Hillbilly Elegy,J.D. Vance,Biography,Harper,2016,978-0-06-230054-6,8,12
1104,Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,Business,Knopf,2018,978-1-5247-3165-6,9,14
1105,Say Nothing: A True Story of Murder and Memory in Northern Ireland,Patrick Radden Keefe,History,Doubleday,2019,978-0-385-52131-4,5,10
1106,The Warmth of Other Suns,Isabel Wilkerson,History,Random House,2010,978-0-679-44432-9,7,11
1107,The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,Science,Scribner,2010,978-1-4391-0795-9,8,13
1108,The New Jim Crow,Michelle Alexander,Non-Fiction,The New Press,2010,978-1-59558-103-7,10,15
1109,The Power Broker,Robert A. Caro,Biography,Knopf,1974,978-0-394-72024-1,6,9
1110,Guns, Germs, and Steel,Jared Diamond,History,W. W. Norton & Company,1997,978-0-393-31755-8,12,17
1111,Freakonomics,Steven D. Levitt and Stephen J. Dubner,Business,William Morrow,2005,978-0-06-073132-8,11,16
1112,The Tipping Point,Malcolm Gladwell,Business,Little, Brown and Company,2000,978-0-316-31696-5,13,18
1113,Outliers,Malcolm Gladwell,Business,Little, Brown and Company,2008,978-0-316-01792-3,14,19
1114,Blink,Malcolm Gladwell,Business,Little, Brown and Company,2005,978-0-316-17232-5,12,17
1115,The Black Swan,Nassim Nicholas Taleb,Science,Random House,2007,978-1-4000-6351-2,8,11
1116,A People's History of the United States,Howard Zinn,History,Harper & Row,1980,978-0-06-083865-2,10,14
1117,The Selfish Gene,Richard Dawkins,Science,Oxford University Press,1976,978-0-19-929115-1,9,13
1118,A Wrinkle in Time,Madeleine L'Engle,Fantasy,Farrar, Straus and Giroux,1962,978-0-374-38613-3,15,20
1119,The Phantom Tollbooth,Norton Juster,Fantasy,Random House,1961,978-0-394-81500-8,13,18
1120,Charlotte's Web,E.B. White,Classic,Harper & Brothers,1952,978-0-06-440055-8,17,20
1121,The Very Hungry Caterpillar,Eric Carle,Classic,World Publishing Company,1969,978-0-399-22690-8,19,20
1122,Where the Wild Things Are,Maurice Sendak,Classic,Harper & Row,1963,978-0-06-025492-6,18,20
1123,The Giving Tree,Shel Silverstein,Classic,Harper & Row,1964,978-0-06-025665-4,20,20
1124,Goodnight Moon,Margaret Wise Brown,Classic,Harper & Brothers,1947,978-0-06-443014-7,19,20
1125,The Snowy Day,Ezra Jack Keats,Classic,Viking Press,1962,978-0-670-65421-2,16,20
1126,Harry Potter and the Sorcerer's Stone,J.K. Rowling,Fantasy,Bloomsbury,1997,978-0-7475-3269-9,20,20
1127,The Lion, the Witch and the Wardrobe,C.S. Lewis,Fantasy,Geoffrey Bles,1950,978-0-06-447104-6,18,20
1128,Charlie and the Chocolate Factory,Roald Dahl,Fantasy,Alfred A. Knopf,1964,978-0-394-81011-9,17,20
1129,Matilda,Roald Dahl,Fantasy,Jonathan Cape,1988,978-0-14-241037-0,16,20
1130,The BFG,Roald Dahl,Fantasy,Farrar, Straus and Giroux,1982,978-0-374-30467-0,15,20
1131,James and the Giant Peach,Roald Dahl,Fantasy,Alfred A. Knopf,1961,978-0-14-241036-3,14,20
1132,The Secret Garden,Frances Hodgson Burnett,Classic,Frederick A. Stokes Company,1911,978-0-06-440188-3,12,18
1133,Anne of Green Gables,L.M. Montgomery,Classic,L.C. Page & Co.,1908,978-0-553-21311-2,13,19
1134,Little Women,Louisa May Alcott,Classic,Roberts Brothers,1868,978-0-14-751401-1,11,17
1135,The Adventures of Tom Sawyer,Mark Twain,Adventure,American Publishing Company,1876,978-0-486-40077-8,10,16
1136,Treasure Island,Robert Louis Stevenson,Adventure,Cassell & Co.,1883,978-0-486-27559-8,12,18
1137,The Call of the Wild,Jack London,Adventure,Macmillan,1903,978-0-486-26472-1,14,20
1138,White Fang,Jack London,Adventure,Macmillan,1906,978-0-486-41459-1,13,19
1139,The Old Man and the Sea,Ernest Hemingway,Classic,Charles Scribner's Sons,1952,978-0-684-80122-3,11,17
1140,For Whom the Bell Tolls,Ernest Hemingway,History,Charles Scribner's Sons,1940,978-0-684-80335-4,9,15
1141,The Sun Also Rises,Ernest Hemingway,Classic,Charles Scribner's Sons,1926,978-0-7432-9733-2,8,14
1142,East of Eden,John Steinbeck,Classic,Viking Press,1952,978-0-14-018639-0,10,16
1143,Of Mice and Men,John Steinbeck,Classic,Covici Friede,1937,978-0-14-017737-4,13,19
1144,The Pearl,John Steinbeck,Classic,Viking Press,1947,978-0-14-017737-4,12,18
1145,Catch-22,Joseph Heller,Classic,Simon & Schuster,1961,978-1-4516-2665-0,11,17
1146,On the Road,Jack Kerouac,Classic,Viking Press,1957,978-0-14-004259-7,10,16
1147,Fear and Loathing in Las Vegas,Hunter S. Thompson,Non-Fiction,Random House,1972,978-0-679-78589-7,8,14
1148,Into the Wild,Jon Krakauer,Biography,Villard,1996,978-0-679-76182-1,12,18
1149,Into Thin Air,Jon Krakauer,Adventure,Villard,1997,978-0-679-76182-1,11,17
1150,The Perfect Storm,Sebastian Junger,Non-Fiction,W. W. Norton & Company,1997,978-0-393-31755-8,10,16
1151,A Walk in the Woods,Bill Bryson,Biography,Broadway Books,1998,978-0-7679-0252-6,13,19
1152,I Know Why the Caged Bird Sings,Maya Angelou,Biography,Random House,1969,978-0-375-50789-2,14,20
1153,The Autobiography of Malcolm X,Malcolm X and Alex Haley,Biography,Grove Press,1965,978-0-345-37671-8,12,18
1154,The Diary of a Young Girl,Anne Frank,Biography,Contact Publishing,1947,978-0-553-29698-3,15,20
1155,Man's Search for Meaning,Viktor E. Frankl,Biography,Beacon Press,1959,978-0-8070-1427-1,13,19
1156,Night,Elie Wiesel,Biography,Hill and Wang,1960,978-0-374-50001-6,14,20
1157,Angela's Ashes,Frank McCourt,Biography,Scribner,1996,978-0-684-84267-4,11,17
1158,The Glass Castle,Jeannette Walls,Biography,Scribner,2005,978-0-7432-4754-2,12,18
1159,Wild,Cheryl Strayed,Biography,Knopf,2012,978-0-307-59273-6,10,16
1160,Bossypants,Tina Fey,Biography,Reagan Arthur Books,2011,978-0-316-05686-1,13,19
1161,Born a Crime,Trevor Noah,Biography,Spiegel & Grau,2016,978-0-399-58818-1,14,20
1162,Greenlights,Matthew McConaughey,Biography,Crown,2020,978-0-593-13913-4,12,18
1163,Untamed,Glennon Doyle,Biography,The Dial Press,2020,978-1-9848-0125-8,11,17
1164,The Color of Law,Richard Rothstein,History,Liveright,2017,978-1-63149-285-3,8,12
1165,How to Be an Antiracist,Ibram X. Kendi,Non-Fiction,One World,2019,978-0-525-50928-8,10,15
1166,White Fragility,Robin DiAngelo,Non-Fiction,Beacon Press,2018,978-0-8070-4741-5,9,14
1167,Caste,Isabel Wilkerson,Non-Fiction,Random House,2020,978-0-593-23025-1,7,11
1168,Stamped from the Beginning,Ibram X. Kendi,History,Nation Books,2016,978-1-56858-463-8,6,10
